ID (numéro dans url produit),"1 si le produit est actif, sinon 0 pour inactif",Nom du produit,Nom du produit,"id des catégories, le premier nom est la catégorie par défaut",Catégorie Principale,Famille,Prix HT,ID de la règle de taxe utilisée par le produit,Prix détail (TD),"1 si le produit est en solde, sinon 0",Montant en euro de la remise (TTC) (TTC),Montant en pourcentage de la remise,date de début pour la remise,date de fin pour la remise,Référence du produit,Référence du produit chez le fournisseur,Nom du fournisseur,Nom du fabricant (pas obligatoire),Code-barres EAN-13 ou JAN du produit,Code-barres UPC,écotaxe,Largeur (en cm),Hauteur (en cm),Profondeur (en cm),"Poids du produit (en kg)
Enfant : le plus haut
Adulte : une moyenne",quantité totale de produit,Quantité minimale,NE PAS REMPLIR Visibilité,Prix additionnel pour le transport,unité de mesure pour le prix unitaire,Prix unitaire HT,Résumé en HTML FR,Résumé en HTML EN,Description en HTML FR,Description en HTML EN,Mots clefs,Balise titre utilisés pour le référencement,Balise titre utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Meta description utilisés pour le référencement,Balise Meta description utilisés pour le référencement,URL simplifiée FR,URL simplifiée EN,texte utilisé sur la fiche produit lorsque le produit est en stock,texte utilisé sur la fiche produit lorsqu'il n'est pas disponible,"1 si le produit est disponible, 0 sinon",Date de disponibilité du produit,date d'ajout du produit,1 pour afficher le prix sinon 0,"urls des images produit séparé par une virgules, dans l'ordre des positions, la première image étant celle par défaut.",1 pour supprime les images du produit avant l'import sinon 0,Valeurs des caractéristiques du produit. FR,Valeurs des caractéristiques du produit. EN,1 pour indiquer que le produit est disponible uniquement en ligne,"indiquer l'état du produit : new (nouveau), used (utilisé), refurbished (reconditionné)",1 pour Activer la personnalisation sinon 0,Personnalisation : nombre de champs de mise en ligne de fichiers,Personnalisation : Champs de texte,Rupture de stock,ID de la boutique,Active la gestion avancé des stocks,Les quantités disponibles pour le produit actuel et ses déclinaisons sont basées sur le stock de votre entrepôt,Entrepôt,Couleurs,Colors,Fabriqué en,Made in,Matière,Material,Pointures,Sizes,,Utilisé pour la short description,,test url imgs,Type de produit UK,Type de produit FR,Idéal pour,Ideal for,Saison,Season,Description produit FR (caractéristiques),Description produit UK (caractéristiques),Description Couleurs FR,Description Couleurs Uk
205,1,Japlou,Japlou,"Bottines femme,Femme",Bottines femme,Femme,45,1,17.55,,,,,,JAPLOU-FE,JAPLOU,,Méduse,,,,,,,0.925,1,1,,,,,<p>Le modèle Japlou est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Japlou is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la bottine Japlou pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent des semelles de couleurs ou à paillettes.<br />Facile d'entretien, la bottine Japlou vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in many colors, these women's Japlou low boot are the perfect pair for the rainy days. These low boot have colored or glittery soles.<br />Easy to maintain, the Japlou low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japlou,Low Boots Women Japlou,,,"Découvrez dès maintenant les bottines pour femmes Japlou de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japlou by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-japlou,low-boots-women-japlou,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Rouge; Noir-Argent pailleté; Argent-Noir; Panthère; Bleu-Bleu foncé,Navy blue/Red; Black/Glittery silver; Silver/Black; Panther; Blue/Dark blue,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,des semelles de couleurs ou à paillettes,colored or glittery soles,dans de nombreuses couleurs,in many colors
206,1,Bahamas,Bahamas,"Sandales femme,Femme",Sandales femme,Femme,45,1,18.7,,,,,,BAHAMAS-FE,BAHAMAS,,Méduse,,,,,,,0.505,1,1,,,,,<p>Le modèle Bahamas est une paire de sandale pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Bahamas is a pair of women's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la sandale Bahamas pour les femmes est un modèle parfait pour les journées ensoleillées. Ces sandales possèdent de jolies brides effet croco.<br />Facile d'entretien, la sandale Bahamas vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 36 to 41 in many colors, these women's Bahamas sandal are the perfect pair for the sunny days. These sandal have pretty crocodile-printed straps.<br />Easy to maintain, the Bahamas sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Femme Bahamas,Sandals Women Bahamas,,,"Découvrez dès maintenant les sandales pour femmes Bahamas de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées ensoleillées.","Shop now the sandals for women Bahamas by Méduse. Available in many colors, they’ll be perfect for the sunny days.",sandales-femme-bahamas,sandals-women-bahamas,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Printemps/Été:4,Idéal pour:les journées ensoleillées:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Spring/Summer:4,Ideal for:the sunny days:5",0,,,,,,,,,,Hologramme noir-Noir; Hologramme argent-Argent,Black holo/Black; Silver holo/Silver,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Sandal,Sandale,les journées ensoleillées,the sunny days,printemps/été,spring/summer,de jolies brides effet croco,pretty crocodile-printed straps,dans de nombreuses couleurs,in many colors
266,1,Camera,Camera,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,18,,,,,,CAMERA-FE,CAMERA,,Méduse,,,,,,,1.18,1,1,,,,,<p>Le modèle Camera est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Camera is a pair of women's low boot by Méduse available in Black.</p>,"<p>Disponible de la taille 36 au 42 et en coloris Noir, la bottine Camera pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent une patte décorative à la cheville.<br />Facile d'entretien, la bottine Camera vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 42 in Black, these women's Camera low boot are the perfect pair for the rainy days. These low boot have a decorative buckle around the ankle.<br />Easy to maintain, the Camera low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Camera,Low Boots Women Camera,,,"Découvrez dès maintenant les bottines pour femmes Camera de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Camera by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottines-femme-camera,low-boots-women-camera,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Fantaisie,Black/Fantasy,France,France,Pvc,Pvc,36 au 42,36 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une patte décorative à la cheville,a decorative buckle around the ankle,en coloris Noir,in Black
267,1,Virginie,Virginie,"Bottes femme,Femme",Bottes femme,Femme,60,1,27,,,,,,VIRGINIE-FE,VIRGINIE,,Méduse,,,,,,,1.26,1,1,,,,,<p>Le modèle Virginie est une paire de botte pour les femmes de la marque Méduse disponible en coloris Bordeaux.</p>,<p>The Virginie is a pair of women's high boot by Méduse available in Burgundy.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Bordeaux, la botte Virginie pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un talon et une lanière en cuir à la cheville se terminant par un pompom.<br />Facile d'entretien, la botte Virginie vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Burgundy, these women's Virginie high boot are the perfect pair for the rainy days. These high boot have a heel and a leather strap around the ankle with a pompom.<br />Easy to maintain, the Virginie high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Virginie,High Boots Women Virginie,,,"Découvrez dès maintenant les bottes pour femmes Virginie de la marque Méduse. Disponible en coloris Bordeaux, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Virginie by Méduse. Available in Burgundy, they’ll be perfect for the rainy days.",bottes-femme-virginie,high-boots-women-virginie,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bordeaux,Burgundy,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un talon et une lanière en cuir à la cheville se terminant par un pompom,a heel and a leather strap around the ankle with a pompom,en coloris Bordeaux,in Burgundy
268,1,Volga,Volga,"Bottes femme,Femme",Bottes femme,Femme,60,1,26.5,,,,,,VOLGA-FE,VOLGA,,Méduse,,,,,,,1.32,1,1,,,,,<p>Le modèle Volga est une paire de botte pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Volga is a pair of women's high boot by Méduse available in Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Noir, la botte Volga pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un talon et une lanière à la cheville.<br />Facile d'entretien, la botte Volga vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Black, these women's Volga high boot are the perfect pair for the rainy days. These high boot have a heel and a strap around the ankle.<br />Easy to maintain, the Volga high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Volga,High Boots Women Volga,,,"Découvrez dès maintenant les bottes pour femmes Volga de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Volga by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottes-femme-volga,high-boots-women-volga,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un talon et une lanière à la cheville,a heel and a strap around the ankle,en coloris Noir,in Black
269,1,Flamina,Flamina,"Bottes femme,Femme",Bottes femme,Femme,60,1,26.5,,,,,,FLAMINA-FE,FLAMINA,,Méduse,,,,,,,1.8,1,1,,,,,<p>Le modèle Flamina est une paire de botte pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Flamina is a pair of women's high boot by Méduse available in Black.</p>,"<p>Disponible de la taille 36 au 40 et en coloris Noir, la botte Flamina pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un joli noeud décoratif sur le dessus du pied.<br />Facile d'entretien, la botte Flamina vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 40 in Black, these women's Flamina high boot are the perfect pair for the rainy days. These high boot have a pretty decorative bow on the top of the shoe.<br />Easy to maintain, the Flamina high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flamina,High Boots Women Flamina,,,"Découvrez dès maintenant les bottes pour femmes Flamina de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flamina by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottes-femme-flamina,high-boots-women-flamina,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 40:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 40:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,36 au 40,36 to 40,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un joli noeud décoratif sur le dessus du pied,a pretty decorative bow on the top of the shoe,en coloris Noir,in Black
271,1,Gasper,Gasper,"Bottes enfant,Enfant",Bottes enfant,Enfant,25,1,9.5,,,,,,GASPER-EN,GASPER,,Méduse,,,,,,,1.013,1,1,,,,,<p>Le modèle Gasper est une paire de botte pour les enfants de la marque Méduse disponible en coloris Marine/Blanc.</p>,<p>The Gasper is a pair of kids's high boot by Méduse available in Navy blue/White.</p>,"<p>Disponible de la taille 22 au 34 et en coloris Marine/Blanc, la botte Gasper pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un effet marin.<br />Facile d'entretien, la botte Gasper vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 22 to 34 in Navy blue/White, these kids's Gasper high boot are the perfect pair for the rainy days. These high boot have a nautical style.<br />Easy to maintain, the Gasper high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Gasper,High Boots Kids Gasper,,,"Découvrez dès maintenant les bottes pour enfants Gasper de la marque Méduse. Disponible en coloris Marine/Blanc, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Gasper by Méduse. Available in Navy blue/White, they’ll be perfect for the rainy days.",bottes-enfant-gasper,high-boots-kids-gasper,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:22 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:22 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Blanc,Navy blue/White,France,France,Pvc,Pvc,22 au 34,22 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un effet marin,a nautical style,en coloris Marine/Blanc,in Navy blue/White
273,1,Parapluie,Umbrella,Accessoires,-,Accessoires,15,1,7,,,,,,PARAPLUIE-AC,PARAPLUIE,,Méduse,,,,,,,0.363,1,1,,,,,<p>Le modèle Parapluie est une paire de accessoire pour les accessoiress de la marque Méduse disponible .</p>,<p>The Umbrella is a pair of accessories's accessorie by Méduse available .</p>,"<p>Disponible de la taille  et , la accessoire Parapluie pour les accessoiress est un modèle parfait pour . Ces accessoires possèdent .<br />Facile d'entretien, la accessoire Parapluie vous donnera entièrement satisfaction pour la saison .</p>","<p>Available from a size  , these accessories's Umbrella accessorie are the perfect pair for . These accessorie have .<br />Easy to maintain, the Umbrella accessorie will be your perfect partner throughout the .</p>",,Accessoires Parapluie,Accessories Umbrella,,,"Découvrez dès maintenant les accessoires pour accessoiress Parapluie de la marque Méduse. Disponible , elles seront parfaites pour .","Shop now the accessories for accessories Umbrella by Méduse. Available , they’ll be perfect for .",accessoires-parapluie,accessories-umbrella,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures::3,Saison::4,Idéal pour::5","Made in:France:1,Material:Pvc:2,Sizes::3,Season::4,Ideal for::5",0,,,,,,,,,,Rose,Pink,France,France,Pvc,Pvc,,,,Accessories,,,Accessorie,Accessoire,,,,,,,,
274,1,Jumplas,Jumplas,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,17.5,,,,,,JUMPLAS-FE,JUMPLAS,,Méduse,,,,,,,1.124,1,1,,,,,<p>Le modèle Jumplas est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Carmin et Lagon.</p>,<p>The Jumplas is a pair of women's low boot by Méduse available in Carmine and Lagoon.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Carmin et Lagon, la bottine Jumplas pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique avec un dégradé de gris.<br />Facile d'entretien, la bottine Jumplas vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Carmine and Lagoon, these women's Jumplas low boot are the perfect pair for the rainy days. These low boot have a gradient of grey on the elastic.<br />Easy to maintain, the Jumplas low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumplas,Low Boots Women Jumplas,,,"Découvrez dès maintenant les bottines pour femmes Jumplas de la marque Méduse. Disponible en coloris Carmin et Lagon, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumplas by Méduse. Available in Carmine and Lagoon, they’ll be perfect for the rainy days.",bottines-femme-jumplas,low-boots-women-jumplas,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Carmin-Gris; Lagon-Nuage,Carmine/Grey; Lagoon/Cloud grey,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique avec un dégradé de gris,a gradient of grey on the elastic,en coloris Carmin et Lagon,in Carmine and Lagoon
275,1,Jumarin,Jumarin,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,17.5,,,,,,JUMARIN-FE,JUMARIN,,Méduse,,,,,,,1.12,1,1,,,,,<p>Le modèle Jumarin est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Marine/Blanc.</p>,<p>The Jumarin is a pair of women's low boot by Méduse available in Navy blue/White.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Marine/Blanc, la bottine Jumarin pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique rayé.<br />Facile d'entretien, la bottine Jumarin vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Navy blue/White, these women's Jumarin low boot are the perfect pair for the rainy days. These low boot have a striped elastic.<br />Easy to maintain, the Jumarin low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumarin,Low Boots Women Jumarin,,,"Découvrez dès maintenant les bottines pour femmes Jumarin de la marque Méduse. Disponible en coloris Marine/Blanc, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumarin by Méduse. Available in Navy blue/White, they’ll be perfect for the rainy days.",bottines-femme-jumarin,low-boots-women-jumarin,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Blanc,Navy blue/White,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique rayé,a striped elastic,en coloris Marine/Blanc,in Navy blue/White
278,1,Japaris,Japaris,"Bottines femme,Femme",Bottines femme,Femme,45,1,17,,,,,,JAPARIS-FE,JAPARIS,,Méduse,,,,,,,0.946,1,1,,,,,<p>Le modèle Japaris est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Japaris is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la bottine Japaris pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique avec un dégradé de gris.<br />Facile d'entretien, la bottine Japaris vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in many colors, these women's Japaris low boot are the perfect pair for the rainy days. These low boot have a gradient of grey on the elastic.<br />Easy to maintain, the Japaris low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japaris,Low Boots Women Japaris,,,"Découvrez dès maintenant les bottines pour femmes Japaris de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japaris by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-japaris,low-boots-women-japaris,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Nuage-Marine; Carmin-Gris; Lagon-Nuage,Cloud grey/Navy blue; Carmine/Grey; Lagoon/Cloud grey,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique avec un dégradé de gris,a gradient of grey on the elastic,dans de nombreuses couleurs,in many colors
279,1,Japmer,Japmer,"Bottines femme,Femme",Bottines femme,Femme,45,1,17,,,,,,JAPMER-FE,JAPMER,,Méduse,,,,,,,0.942,1,1,,,,,<p>Le modèle Japmer est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Bleu nuit/Rouge.</p>,<p>The Japmer is a pair of women's low boot by Méduse available in Midnight blue/Red.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Bleu nuit/Rouge, la bottine Japmer pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique rayé.<br />Facile d'entretien, la bottine Japmer vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Midnight blue/Red, these women's Japmer low boot are the perfect pair for the rainy days. These low boot have a striped elastic.<br />Easy to maintain, the Japmer low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japmer,Low Boots Women Japmer,,,"Découvrez dès maintenant les bottines pour femmes Japmer de la marque Méduse. Disponible en coloris Bleu nuit/Rouge, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japmer by Méduse. Available in Midnight blue/Red, they’ll be perfect for the rainy days.",bottines-femme-japmer,low-boots-women-japmer,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bleu nuit-Rouge,Midnight blue/Red,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique rayé,a striped elastic,en coloris Bleu nuit/Rouge,in Midnight blue/Red
280,1,Sunpatch,Sunpatch,"Sandales enfant,Enfant",Sandales enfant,Enfant,11.25,1,4.8,,,,,,SUNPATCH-EN,SUNPATCH,,Méduse,,,,,,,0.214,1,1,,,,,<p>Le modèle Sunpatch est une paire de sandale pour les enfants de la marque Méduse disponible en coloris Groseille et Menthe.</p>,<p>The Sunpatch is a pair of kids's sandal by Méduse available in Redcurrant and Mint green.</p>,"<p>Disponible de la taille 18 au 34 et en coloris Groseille et Menthe, la sandale Sunpatch pour les enfants est un modèle parfait pour la plage. Ces sandales possèdent un système de pression à la place de la boucle et une première intérieure imprimée rayée.<br />Facile d'entretien, la sandale Sunpatch vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 18 to 34 in Redcurrant and Mint green, these kids's Sunpatch sandal are the perfect pair for the beach. These sandal have a snap fastener instead of a buckle and striped mounting insole.<br />Easy to maintain, the Sunpatch sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Enfant Sunpatch,Sandals Kids Sunpatch,,,"Découvrez dès maintenant les sandales pour enfants Sunpatch de la marque Méduse. Disponible en coloris Groseille et Menthe, elles seront parfaites pour la plage.","Shop now the sandals for kids Sunpatch by Méduse. Available in Redcurrant and Mint green, they’ll be perfect for the beach.",sandales-enfant-sunpatch,sandals-kids-sunpatch,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:18 au 34:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:18 to 34:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Groseille; Menthe,Redcurrant; Mint green,France,France,Pvc,Pvc,18 au 34,18 to 34,,Kids,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un système de pression à la place de la boucle et une première intérieure imprimée rayée,a snap fastener instead of a buckle and striped mounting insole,en coloris Groseille et Menthe,in Redcurrant and Mint green
286,1,Sunray,Sunray,"Sandales enfant,Enfant",Sandales enfant,Enfant,10,1,4.35,,,,,,SUNRAY-EN,SUNRAY,,Méduse,,,,,,,0.223,1,1,,,,,<p>Le modèle Sunray est une paire de sandale pour les enfants de la marque Méduse disponible en coloris Carmin et Marine.</p>,<p>The Sunray is a pair of kids's sandal by Méduse available in Carmine and Navy blue.</p>,"<p>Disponible de la taille 18 au 34 et en coloris Carmin et Marine, la sandale Sunray pour les enfants est un modèle parfait pour la plage. Ces sandales possèdent une première intérieure imprimée rayée.<br />Facile d'entretien, la sandale Sunray vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 18 to 34 in Carmine and Navy blue, these kids's Sunray sandal are the perfect pair for the beach. These sandal have a striped mounting insole.<br />Easy to maintain, the Sunray sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Enfant Sunray,Sandals Kids Sunray,,,"Découvrez dès maintenant les sandales pour enfants Sunray de la marque Méduse. Disponible en coloris Carmin et Marine, elles seront parfaites pour la plage.","Shop now the sandals for kids Sunray by Méduse. Available in Carmine and Navy blue, they’ll be perfect for the beach.",sandales-enfant-sunray,sandals-kids-sunray,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:18 au 34:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:18 to 34:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Carmin; Marine,Carmine; Navy blue,France,France,Pvc,Pvc,18 au 34,18 to 34,,Kids,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,une première intérieure imprimée rayée,a striped mounting insole,en coloris Carmin et Marine,in Carmine and Navy blue
